id,platform,sender,subject,username,cleaned_body,sentiment,confidence,date,tag,was_truncated
c3f418ed11e5,email,Apple <News@InsideApple.Apple.com>,"💻 Limited time: Save on Mac and iPad, get AirPods or an accessory.",,get airpods or an eligible accessory of your choice when you buy mac or ipad with education savings mac or ipad two right answers buy either one for college and get airpods or an eligible accessory of your choice 1 powerful portable durable all of the above shop the power go to your head with all day battery powered by m4 mac is the ultimate tool for learning macbook air from 8156 00 mo for 12 mo or 89900 00 with education savings buy macbook pro from 14507 00 mo for 12 mo or 159900 00 with education savings buy noteworthy campus companion ipad goes where your studies take you with incredible performance across millions of apps free engraving ipad air from 4981 00 mo for 12 mo or 54900 00 with education savings buy free engraving ipad pro from 8156 00 mo for 12 mo or 89900 00 with education savings buy one to one with aspecialist online or in a store make the ultimate study group shop college essentials mac or ipad two right answers buy either one for college and get airpods or an eligible accessory of your choice 1 powerful portable durable all of the above shop the power go to your head with all day battery powered by m4 mac is the ultimate tool for learning macbook air from 8156 00 mo for 12 mo or 89900 00 with education savings buy macbook pro from 14507 00 mo for 12 mo or 159900 00 with education savings buy noteworthy campus companion ipad goes where your studies take you with incredible performance across millions of apps free engraving ipad air from 4981 00 mo for 12 mo or 54900 00 with education savings buy free engraving ipad pro from 8156 00 mo for 12 mo or 89900 00 with education savings buy one to one with aspecialist online or in a store the ultimate study group shop college essentials online a store 040 1966 get the apple store app listed pricing is maximum retail price inclusive of all taxes monthly pricing is after purchase using emi with qualifying cards at 15 99 p a over a 12 month tenure monthly pricing is rounded to the nearest rupee exact pricing will be provided by your card issuer subject to your card issuer s terms and conditions representative example a purchase of 79900 00 repaid over 12 months with an interest rate of 15 99 p a requires monthly payments of 7249 00 total amount payable 86988 00 total interest paid to bank 7088 00 1 qualified purchasers can receive promotion savings when they purchase an eligible mac or ipad with their choice of a promotion product at a qualifying location customers will be charged for all items in their cart including the promotion product only one promotion product can be obtained per eligible mac or ipad per qualified purchaser the offer is subject to availability while supplies last view full offer terms tm and 2025 apple inc all rights reserved apple india private limited 13th floor prestige minsk square municipal no 6 cubbon road bengaluru karnataka 560 001 india cin u30007ka1996ptc019630 telephone 91 80 4045 5181 email india support apple com india support apple com website privacy policy apple account if you do not want commercial emails from apple or have changed your email address you can unsubscribe,negative,0.95,2025-08-28 12:57:32.055593,,True
095ffbe156f5,email,Groww Trading Bulletin <noreply@groww.in>,"Nifty sees recovery, ATM IV down 10% & more  — Groww Trading Bulletin",,soham manojkumar gangurde your daily trading newsletter is here groww trading bulletin29 july 2025nifty 5024 821 10 140 20 1 day 15 min timeframenifty opened with a slight gap down of around 40 pointsit fell for a brief period and took support near 24 600 levels it gained after that till 10 am but faced some resistance near 24 730 levels and fell the fall continued for the next 1h and it again took support near the same levels nifty started rising after this in a higher high and higher low pattern around 2 30 pm it faced resistance near 24 829 levels shared yesterday it fell and then eventually it closed near these levels only key levels to watch for tomo 24 737 downside 24 888 upside 4 hrs timeframeon the 4 hour timeframe nifty saw a drift recovery from the levels we mentioned yesterday while this still doesn t mean that it is in a bullish territory it still looks weak a close above 24 959 is necessary for some short term upside movement and the structure will only be better if nifty trades above 25 210 while on the downside 24 539 is very important global markets s p 500 closed flat as investors digested mixed earnings reports and awaited further economic data inflation concerns were offset by strong corporate results keeping the market largely unchanged nikkei 225 fell today pressured by a stronger yen and profit taking after recent gains the index had hit a record high earlier in the week but investors opted to lock in profits kospi was flat today as gains in semiconductor stocks were offset by weakness in other sectors leading to a muted session hang seng fell slightly today pressured by ongoing policy concerns and weakness in some chinese tech stocks dax rose today buoyed by positive earnings reports and improving investor sentiment amid easing trade tensions options data insightsnifty 50strong support at 24 700 a substantial buildup of put open interest at the 24 700 strike suggests this level is acting as a key support resistance at 24 900 heavy call open interest accumulation at the 24 900 strike indicates strong resistance with sellers likely to defend this zone unless strong momentum breaks through rangebound near 24 850 with both call and put oi nearly balanced at the 24 850 level nifty may trade sideways around this zone unless a breakout is triggered on either side pcr at 0 71 the put call ratio of 0 71 signals a bearish bias call writing remains dominant at higher strikes indicating limited upside expectations in the near term usually a put call ratio of 1 is neutral 0 5 suggests an oversold market and 1 5 indicates an overbought market india vix and nifty volatilityindia vix fell to 11 53 reflecting a 4 39 dip suggesting very low short term volatility historically india vix ranges between 12 and 25 levels above 20 indicate higher volatility and market stress while levels below 15 suggest low volatility nifty atm iv dipped to 9 82 indicating very low volatility for nifty options in the near term with an iv change of 7 20 a lower iv suggests that traders expect smaller price movements which usually results in lower option premiums fii and dii trendstoday s update fiis 4 636 cr diis 6 146 crforeign institutional investors fiis extended their selling pressure with a significant net outflow of 4 636 crore on july 29 2025 this drags the total fii outflow for july to 41 227 crore indicating persistent foreign weakness despite nifty s positive momentum in contrast domestic institutional investors diis continued their strong buying activity recording a robust net inflow of 6 146 crore today with this monthly dii inflows now stand at 52 737 crore offering solid support to the markets and reflecting strong domestic conviction amid global uncertainty concept of the daybull call spreadit is a options strategy used when a trader expects a moderate rise in the price of the underlying asset while limiting risk it involves buying a lower strike call option and simultaneously selling a higher strike call option with the same expiration date the goal of this strategy is to profit from a controlled upside movement while reducing cost compared to buying a single call option scenario and example a bull call spread was well suited for today s market conditions as nifty saw some upside movement for example with nifty trading around at 24 600 a bull call spread could involve buy 24 600 call option sell 24 800 call optionthis strategy profits if nifty sees some upside while keeping the risk limited making it an effective way to trade a moderate uptrend chart of the day challengethis pattern appeared on the 1d chart of orient technologiescan you identify the name of this chart pattern stay tuned for the answer in tomorrow s edition yesterday s challenge answer double top in diana tea co in this section daily we ll showcase one stock with a pattern formation and discuss it in the next day s edition thank you for reading the groww trading bulletin stay tuned for more updates tomorrow happy trading did you like this trading bulletin yes noteam growwgroww is india s 1 stock broker loved trusted by 1cr active investors 2020 groww invest tech pvt ltdabout us terms conditions privacy policyyou re getting this email because you re a groww user and we believe you deserve great finance content and the latest updates from us however you have the option to unsubscribe here or if you need help we re here for you our registered office address vaishnavi tech park south tower 3rd floor sarjapur main road bellandur bengaluru karnataka 560103 groww is india s no 1 stock broker based on active clients user data as per nse as on 30 november 2024 and is the largest distributor of mutual funds sips refer disclaimer the above mentioned details have been collated prepared by groww invest tech pvt ltd and is meant for sole use by the recipient and not for circulation the information contained in this e mailer has not been prepared with any account specific investment objectives financial situations or needs of any particular investor and is intended for general information purposes only the information published should not be used as a substitute for any form of advisory kindly note that investment in securities markets is subject to market risks read all the related documents carefully before investing the investor is requested to take into consideration all the risk factors before the commencement of trading mutual fund investments are subject to market risks read all scheme related documents carefully past performance of the schemes is neither an indicator nor a guarantee of future performance groww invest tech pvt ltd sebi registration no inz000301838 research analyst no inh200008662 dpi registration no in dp 417 2019 and amfi registration no arn 111686,negative,0.998,2025-08-28 12:57:32.055671,,True
f60afa230ec4,email,Google <no-reply@accounts.google.com>,Security alert for sohamget22@gmail.com,,this is a copy of a security alert sent to sohamget22 gmail com sohamgangurde2004 gmail com is the recovery email for this account if you don t recognize this account remove it image google app password created to sign in to your account sohamget22 gmail com if you didn t generate this password for sentiment someone might be using your account check and secure your account now check activity you can also see security activity at you received this email to let you know about important changes to your google account and services 2025 google llc 1600 amphitheatre parkway mountain view ca 94043 usa,negative,0.999,2025-08-28 12:57:32.055718,,False
b4dc17fee6f0,email,Google <no-reply@accounts.google.com>,Your Google Account was recovered successfully,,this is a copy of a security alert sent to sohamget22 gmail com sohamgangurde2004 gmail com is the recovery email for this account if you don t recognize this account remove it image google account recovered successfully sohamget22 gmail com welcome back to your accountif you suspect you were locked out of your account because of changes made by someone else you should review protect your account you received this email to let you know about important changes to your google account and services 2025 google llc 1600 amphitheatre parkway mountain view ca 94043 usa,negative,0.996,2025-08-28 12:57:32.055764,,False
0806fbd094a8,email,Google <noreply@google.com>,Google Verification Code,,google verification code hi soham we received a request to access your google account sohamget22 gmail com through your email address your google verification code is 812120 if you did not request this code it is possible that someone else is trying to access the google account sohamget22 gmail com do not forward or give this code to anyone you received this message because this email address is listed as the recovery email for the google account sohamget22 gmail com if that is incorrect please click here to remove your email address from that google account,negative,0.999,2025-08-28 12:57:32.055811,,False
da982f4897d7,email,=?UTF-8?B?R3Jvd3cgRGlnZXN0?= <noreply@digest.groww.in>,"Lenskart IPO, L&T's Rs 15,000 crore order, & more - Groww Digest",,nan,positive,0.954,2025-08-28 12:57:32.055855,,False
4bc09348034c,email,Google <no-reply@accounts.google.com>,Security alert for sohamget22@gmail.com,,this is a copy of a security alert sent to sohamget22 gmail com sohamgangurde2004 gmail com is the recovery email for this account if you don t recognize this account remove it image google 2 step verification turned on sohamget22 gmail com your google account sohamget22 gmail com is now protected with 2 step verification when you sign in on a new or untrusted device you ll need your second factor to verify your identity don t get locked out you can add a backup phone or get backup codes to use when you don t have your second factor with you you can review your 2sv settings to make changes you can also see security activity at you received this email to let you know about important changes to your google account and services 2025 google llc 1600 amphitheatre parkway mountain view ca 94043 usa,negative,0.997,2025-08-28 12:57:32.055903,,False
9f04980f905a,email,AI Shots Team <aishotsclub@mail.beehiiv.com>,Tuesday Tidbits: ,,view image caption,positive,0.968,2025-08-28 12:57:32.055946,,False
980c39af7515,email,LinkedIn <messages-noreply@linkedin.com>,"Check out what you missed from IETE- Institution of Electronics and
 Telecommunication Engineers | VIT MUMBAI last week",,weekly page analytics for iete institution of electronics and telecommunication engineers vit mumbai view my page,negative,0.82,2025-08-28 12:57:32.055990,,False
66c1cb2356fa,email,Myprotein <info@n.myprotein.com>,EXTRA 15% OFF Value Bags ,,plus extra 5 on your first order myprotein home our range your goals clothing empowering over 20 million customers worldwide shop now shop iwp shop iwp shop iwi 25 45 off everything shops vitamins popular categories protein clear whey,positive,0.988,2025-08-28 12:57:32.056035,,False
ab793b2359c7,email,Unacademy <team@info.unacademy.com>,"₹5,499 mein full IIT JEE prep – sirf 31st July tak!",,live recorded lectures test series doubt solving sab milega ek hi plan mein sorting hat technologies private limited 5th floor maruti infotech centre koramangala inner ring road bengaluru 560071 karnataka india copyright 2025 all rights reserved to stop receiving these mails unsubscribe,negative,0.996,2025-08-28 12:57:32.056081,,False
109acf8d54b6,email,john.doe@example.com,issue with late delivery,,hi team my order arrived 5 days late and the package was damaged please improve your delivery service,negative,0.999,2025-08-28 12:57:32.056126,,False
28ef1536f880,email,sarah.kim@example.com,love the new product,,just wanted to say the new smartwatch is amazing battery lasts long and the design is beautiful,positive,1.0,2025-08-28 12:57:32.056170,,False
1b320f2d1c78,email,mike.jones@example.com,suggestion for website,,please add a dark mode option for the website it will be easier to browse at night,negative,0.995,2025-08-28 12:57:32.056214,,False
691b5dfcae7f,email,emma.wilson@example.com,request for refund,,i received the wrong item and want to request a refund order id 12345,negative,1.0,2025-08-28 12:57:32.056257,,False
b5d7da5929bf,email,alex.martin@example.com,great support experience,,the customer support team was very helpful and resolved my issue quickly thank you,positive,1.0,2025-08-28 12:57:32.056300,,False
48924e215736,email,william.davis@example.com,Suggestion feedback,,add option for express delivery,positive,0.985,2025-08-28 12:57:32.056343,,False
7c7ec35d49b7,email,sophia.garcia@example.com,Complaint feedback,,package arrived damaged,negative,0.999,2025-08-28 12:57:32.056386,,False
e1af47db6837,email,anna.smith@example.com,Suggestion feedback,,improve mobile app performance,positive,0.998,2025-08-28 12:57:32.056429,,False
7ba7d9d3319e,email,sophia.garcia@example.com,Suggestion feedback,,improve mobile app performance,positive,0.998,2025-08-28 12:57:32.056473,,False
e72cfbc9648f,email,james.rodriguez@example.com,Complaint feedback,,customer service never responded,negative,1.0,2025-08-28 12:57:32.056516,,False
347a0d5a84a3,email,isabella.martinez@example.com,Neutral feedback,,please confirm my order status,positive,0.994,2025-08-28 12:57:32.056559,,False
ad930f8c2822,email,william.davis@example.com,Complaint feedback,,package arrived damaged,negative,0.999,2025-08-28 12:57:32.056601,,False
41aeceaf929d,email,william.davis@example.com,Praise feedback,,absolutely love this product,positive,1.0,2025-08-28 12:57:32.056644,,False
91a5d0c12ea8,email,james.rodriguez@example.com,Praise feedback,,very satisfied with my purchase,positive,1.0,2025-08-28 12:57:32.056687,,False
ae080d469965,email,isabella.martinez@example.com,Neutral feedback,,when will the next sale be available,negative,0.992,2025-08-28 12:57:32.056730,,False
19fedd61aca0,email,olivia.brown@example.com,Suggestion feedback,,improve mobile app performance,positive,0.998,2025-08-28 12:57:32.056773,,False
18290ec63a0d,email,james.rodriguez@example.com,Complaint feedback,,delivery was delayed by 10 days,negative,0.998,2025-08-28 12:57:32.056815,,False
3d7f2bc8ebce,email,sophia.garcia@example.com,Neutral feedback,,is product available in stock,negative,0.995,2025-08-28 12:57:32.056858,,False
26a349f84097,email,anna.smith@example.com,Neutral feedback,,need to change my delivery address,negative,0.999,2025-08-28 12:57:32.056901,,False
a1b767736dc4,email,anna.smith@example.com,Praise feedback,,delivery was super fast,positive,0.998,2025-08-28 12:57:32.056943,,False
c3b0cf46f6c7,email,anna.smith@example.com,Complaint feedback,,package arrived damaged,negative,0.999,2025-08-28 12:57:32.056986,,False
0bcabb15b0b7,email,noah.james@example.com,Suggestion feedback,,include size guide on product pages,positive,0.939,2025-08-28 12:57:32.057030,,False
1a6c8dab6c2c,email,ava.miller@example.com,Neutral feedback,,when will the next sale be available,negative,0.992,2025-08-28 12:57:32.057074,,False
5c8c3bd2ee21,email,olivia.brown@example.com,Complaint feedback,,product stopped working after one week,negative,1.0,2025-08-28 12:57:32.057117,,False
1ef520e1f970,email,noah.james@example.com,Complaint feedback,,customer service never responded,negative,1.0,2025-08-28 12:57:32.057162,,False
10c26fcc2a81,email,olivia.brown@example.com,Praise feedback,,delivery was super fast,positive,0.998,2025-08-28 12:57:32.057204,,False
0fd2efc7eb10,email,liam.johnson@example.com,Suggestion feedback,,please introduce more color options,positive,0.999,2025-08-28 12:57:32.057247,,False
ee63a2a64e46,email,olivia.brown@example.com,Neutral feedback,,update me on shipping details,negative,0.651,2025-08-28 12:57:32.057292,,False
078456de84ab,email,olivia.brown@example.com,Complaint feedback,,customer service never responded,negative,1.0,2025-08-28 12:57:32.057335,,False
d77d1923d899,email,liam.johnson@example.com,Praise feedback,,absolutely love this product,positive,1.0,2025-08-28 12:57:32.057378,,False
ea2e7858ebf7,email,isabella.martinez@example.com,Suggestion feedback,,include size guide on product pages,positive,0.939,2025-08-28 12:57:32.057421,,False
872adc6fbb27,email,james.rodriguez@example.com,Suggestion feedback,,include size guide on product pages,positive,0.939,2025-08-28 12:57:32.057463,,False
754039ebbdbf,email,ava.miller@example.com,Suggestion feedback,,add live chat support,positive,0.994,2025-08-28 12:57:32.057506,,False
c48561e22894,email,olivia.brown@example.com,Complaint feedback,,delivery was delayed by 10 days,negative,0.998,2025-08-28 12:57:32.057548,,False
2024d67cbdb0,email,isabella.martinez@example.com,Praise feedback,,fantastic customer support,positive,1.0,2025-08-28 12:57:32.057591,,False
1f8075f3cfc1,email,liam.johnson@example.com,Neutral feedback,,update me on shipping details,negative,0.651,2025-08-28 12:57:32.057633,,False
4917032e2dc7,email,sophia.garcia@example.com,Complaint feedback,,delivery was delayed by 10 days,negative,0.998,2025-08-28 12:57:32.057676,,False
ab2f9829e21c,email,sophia.garcia@example.com,Complaint feedback,,product stopped working after one week,negative,1.0,2025-08-28 12:57:32.057718,,False
99da78e97b0a,email,lucas.hernandez@example.com,Neutral feedback,,when will the next sale be available,negative,0.992,2025-08-28 12:57:32.057761,,False
9a54a6fbfe1e,email,lucas.hernandez@example.com,Complaint feedback,,package arrived damaged,negative,0.999,2025-08-28 12:57:32.057803,,False
70956070119a,email,isabella.martinez@example.com,Suggestion feedback,,improve mobile app performance,positive,0.998,2025-08-28 12:57:32.057858,,False
ea6c5ad74143,email,liam.johnson@example.com,Praise feedback,,quality exceeded expectations,positive,0.999,2025-08-28 12:57:32.057900,,False
dd06c4668f68,email,ava.miller@example.com,Praise feedback,,quality exceeded expectations,positive,0.999,2025-08-28 12:57:32.057944,,False
25e3e4438509,email,sophia.garcia@example.com,Neutral feedback,,please confirm my order status,positive,0.994,2025-08-28 12:57:32.057987,,False
d625cb8b204d,email,anna.smith@example.com,Suggestion feedback,,include size guide on product pages,positive,0.939,2025-08-28 12:57:32.058030,,False
1c71679d735f,email,lucas.hernandez@example.com,Complaint feedback,,product stopped working after one week,negative,1.0,2025-08-28 12:57:32.058072,,False
48ef10f76b5d,email,isabella.martinez@example.com,Complaint feedback,,product stopped working after one week,negative,1.0,2025-08-28 12:57:32.058115,,False
170dd54e362a,email,ava.miller@example.com,Suggestion feedback,,please introduce more color options,positive,0.999,2025-08-28 12:57:32.058157,,False
dbe42314c667,email,noah.james@example.com,Neutral feedback,,need to change my delivery address,negative,0.999,2025-08-28 12:57:32.058200,,False
fd6e5e2863b3,email,ava.miller@example.com,Neutral feedback,,is product available in stock,negative,0.995,2025-08-28 12:57:32.058243,,False
44d6ee4d9a3e,email,liam.johnson@example.com,Neutral feedback,,when will the next sale be available,negative,0.992,2025-08-28 12:57:32.058285,,False
dfc10b49acb7,email,james.rodriguez@example.com,Suggestion feedback,,please introduce more color options,positive,0.999,2025-08-28 12:57:32.058327,,False
f530f92ec710,email,liam.johnson@example.com,Praise feedback,,fantastic customer support,positive,1.0,2025-08-28 12:57:32.058370,,False
a0ebacff63fb,email,olivia.brown@example.com,Complaint feedback,,package arrived damaged,negative,0.999,2025-08-28 12:57:32.058413,,False
1955305012269097022,twitter,,,SOHAMGANGURDE3,need to fix the bug in system otherwise its good !,negative,0.995,2025-08-12T16:26:57.000Z,,False
1955304826679537996,twitter,,,SOHAMGANGURDE3,Really helped my team track customer moods! the service is quite good and product quality is also excellent .,positive,1.0,2025-08-12T16:26:13.000Z,,False
1955304303213617413,twitter,,,sohamget22,nan,positive,0.954,2025-08-12T16:24:08.000Z,,False
1955303531553988981,twitter,,,sohamget22,nan,positive,0.954,2025-08-12T16:21:04.000Z,,False
1955301000000000001,twitter,,,useralpha,Loving the new update! It’s so smooth and fast.,positive,1.0,2025-08-12T10:15:23.000Z,,False
1955301000000000002,twitter,,,userbravo,Please fix the crashing issue on Android.,negative,0.996,2025-08-12T10:16:45.000Z,,False
1955301000000000003,twitter,,,usercharlie,Thanks for the quick customer support last night!,positive,0.999,2025-08-12T10:17:52.000Z,,False
1955301000000000004,twitter,,,userdelta,The product quality is great but shipping was slow.,negative,0.998,2025-08-12T10:18:33.000Z,,False
1955301000000000005,twitter,,,userecho,I just recommended this to my friends!,positive,1.0,2025-08-12T10:19:48.000Z,,False
1955301000000000006,twitter,,,userfoxtrot,Still waiting for the refund update.,negative,0.996,2025-08-12T10:20:10.000Z,,False
1955301000000000007,twitter,,,usergolf,Absolutely amazing service experience!,positive,1.0,2025-08-12T10:21:14.000Z,,False
1955301000000000008,twitter,,,userhotel,The website UI could use some improvement.,negative,0.997,2025-08-12T10:22:05.000Z,,False
1955301000000000009,twitter,,,userindia,Loving the personalization features!,positive,1.0,2025-08-12T10:23:29.000Z,,False
1955301000000000010,twitter,,,userjuliet,Can't log in after the new update.,negative,0.998,2025-08-12T10:24:47.000Z,,False
1955301000000000011,twitter,,,userkilo,Appreciate the constant product improvements.,positive,1.0,2025-08-12T10:25:51.000Z,,False
1955301000000000012,twitter,,,userlima,Please add dark mode to the web app.,negative,0.987,2025-08-12T10:27:33.000Z,,False
1955301000000000013,twitter,,,usermike,I had a fantastic onboarding experience.,positive,1.0,2025-08-12T10:28:55.000Z,,False
1955301000000000014,twitter,,,usernovember,The analytics dashboard is very helpful.,positive,0.999,2025-08-12T10:30:02.000Z,,False
1955301000000000015,twitter,,,useroscar,Still facing payment issues please assist.,positive,0.985,2025-08-12T10:31:44.000Z,,False
1955301000000000016,twitter,,,userpapa,Best app I’ve used in 2025 so far!,positive,1.0,2025-08-12T10:32:59.000Z,,False
1955301000000000017,twitter,,,userquebec,Please make the iOS app faster.,positive,0.791,2025-08-12T10:34:11.000Z,,False
1955301000000000018,twitter,,,userr,Can we get more customization options?,negative,1.0,2025-08-12T10:35:18.000Z,,False
1955301000000000019,twitter,,,usersierra,Just wow! Incredible performance boost.,positive,1.0,2025-08-12T10:36:55.000Z,,False
1955301000000000020,twitter,,,usertango,Love the clean UI and smooth navigation.,positive,1.0,2025-08-12T10:38:06.000Z,,False
1955301000000000021,twitter,,,useruniform,The customer success team is top-notch.,positive,1.0,2025-08-12T10:39:31.000Z,,False
1955301000000000022,twitter,,,uservictor,Feature request: Offline mode support.,positive,0.851,2025-08-12T10:40:48.000Z,,False
1955301000000000023,twitter,,,userwhiskey,How do I transfer my subscription to another account?,negative,0.999,2025-08-12T10:42:00.000Z,,False
1955301000000000024,twitter,,,userxray,This app has changed how I manage my work.,positive,0.882,2025-08-12T10:43:12.000Z,,False
1955301000000000025,twitter,,,useryankee,Please fix the push notifications.,negative,0.994,2025-08-12T10:44:39.000Z,,False
1955301000000000026,twitter,,,userzulu,The search feature is super fast now!,positive,0.993,2025-08-12T10:45:44.000Z,,False
1955301000000000027,twitter,,,userapple,I had to reinstall because of a bug.,negative,0.999,2025-08-12T10:47:22.000Z,,False
1955301000000000028,twitter,,,userberry,Can you add multi-language support?,negative,0.991,2025-08-12T10:48:37.000Z,,False
1955301000000000029,twitter,,,usercherry,Loving the performance updates.,positive,1.0,2025-08-12T10:49:58.000Z,,False
1955301000000000030,twitter,,,userdate,I use this tool every single day!,positive,0.766,2025-08-12T10:51:11.000Z,,False
1955301000000000031,twitter,,,useregg,Still can’t export my data.,negative,0.999,2025-08-12T10:52:26.000Z,,False
1955301000000000032,twitter,,,userfig,Please fix the timezone display bug.,negative,1.0,2025-08-12T10:53:48.000Z,,False
1955301000000000033,twitter,,,usergrape,Huge thanks to the dev team!,positive,1.0,2025-08-12T10:54:55.000Z,,False
1955301000000000034,twitter,,,userhoney,Found a bug in the settings menu.,negative,1.0,2025-08-12T10:56:09.000Z,,False
1955301000000000035,twitter,,,userice,When is the next big release?,negative,0.997,2025-08-12T10:57:31.000Z,,False
1955301000000000036,twitter,,,userjam,The team is doing a wonderful job.,positive,1.0,2025-08-12T10:58:46.000Z,,False
1955301000000000037,twitter,,,userkiwi,My productivity has doubled since using this!,negative,0.968,2025-08-12T11:00:00.000Z,,False
1955301000000000038,twitter,,,userlemon,Loving the integration with other tools.,positive,1.0,2025-08-12T11:01:17.000Z,,False
1955301000000000039,twitter,,,usermango,The onboarding videos were very helpful.,positive,0.993,2025-08-12T11:02:28.000Z,,False
1955301000000000040,twitter,,,usernectar,Still no fix for the memory leak?,negative,1.0,2025-08-12T11:03:42.000Z,,False
1955301000000000041,twitter,,,userolive,I’m impressed with the speed improvements.,positive,1.0,2025-08-12T11:04:55.000Z,,False
1955301000000000042,twitter,,,userpeach,Thank you for listening to user feedback!,positive,1.0,2025-08-12T11:06:10.000Z,,False
1955301000000000043,twitter,,,userquince,Would love more templates in the next update.,negative,0.987,2025-08-12T11:07:22.000Z,,False
1955301000000000044,twitter,,,userraspberry,Can’t wait for the beta program.,negative,0.991,2025-08-12T11:08:34.000Z,,False
1955301000000000045,twitter,,,userspice,Had a minor login glitch today.,negative,0.999,2025-08-12T11:09:49.000Z,,False
1955301000000000046,twitter,,,usertomato,The export feature saved me hours!,negative,0.528,2025-08-12T11:10:59.000Z,,False
1955301000000000047,twitter,,,userumbrella,How can I join the affiliate program?,negative,0.998,2025-08-12T11:12:13.000Z,,False
1955301000000000048,twitter,,,uservanilla,This is now my favorite productivity app.,positive,0.987,2025-08-12T11:13:27.000Z,,False
1955301000000000049,twitter,,,userwatermelon,Any chance of adding AI-based suggestions?,negative,0.999,2025-08-12T11:14:42.000Z,,False
1955301000000000050,twitter,,,userxylophone,Love that you fixed the duplicate notification bug.,negative,0.855,2025-08-12T11:15:57.000Z,,False
